Time,SSS-RSRP,SSS-RePower
55:10.8,-124,-101.9
55:10.9,-122.2,-101.9
55:11.1,-106.5,-104
55:12.2,-106.4,-104.7
55:13.1,-126.2,-113.8
55:14.4,-117.5,-108
55:15.0,-125,-116
55:15.6,-124.5,-102.3
55:15.7,-114.9,-92.8
55:16.2,-106.9,-102.7
55:16.2,-117.3,-101.5
55:16.3,-103,-102.7
55:16.5,-113.2,-101.2
55:17.3,-97.6,-96.9
55:18.1,-115.4,-107.1
55:18.2,-126.9,-104.7
55:18.4,-118,-110.5
55:19.0,-131.1,-113.4
55:19.1,-129.9,-114.3
55:20.3,-91.9,-93.6
55:20.6,-120,-102.1
55:20.7,-112.7,-104.1
55:21.7,-121.6,-95.6
55:23.0,-126.1,-105.4
55:23.7,-120.8,-104.4
55:24.5,-123,-100.7
55:25.1,-93,-91.1
55:25.2,-115.5,-104.7
55:25.5,-107.3,-95
55:25.8,-99.7,-95
55:25.9,-111.8,-100.5
55:26.5,-115.7,-114.5
55:27.6,-112.5,-107.6
55:28.2,-103.2,-102.4
55:28.3,-110,-107.7
55:28.4,-126.4,-113.6
55:28.5,-129.4,-118.8
55:28.5,-134.1,-120.6
55:29.1,-111.3,-95.9
55:29.2,-94.1,-90.5
55:29.3,-108.5,-102.9
55:30.3,-104.1,-100.8
55:31.3,-94.1,-91.6
55:32.1,-127.7,-111.8
55:32.8,-113.5,-102
55:32.9,-113.7,-103.9
55:33.6,-118.4,-115.4
55:34.4,-108,-95.4
55:35.1,-116.3,-104
55:35.7,-125.1,-98.4
55:35.8,-99,-98
55:35.9,-99.2,-98.2
55:36.8,-114.3,-112.6
55:37.2,-128.2,-107.1
55:37.2,-116.4,-107.3
55:37.3,-118.4,-105.6
55:37.3,-106,-105.6
55:37.3,-112.4,-108.1
55:37.9,-110.6,-109.1
55:39.0,-113.5,-105.5
55:40.6,-111.6,-83.2
55:42.5,-106,-94.2
55:42.5,-125.8,-96.1
55:42.6,-113.4,-102.4
55:42.6,-120.4,-102.4
55:43.2,-111.5,-103
55:43.3,-104.1,-99.8
55:43.7,-101.8,-102.6
55:44.5,-132.8,-119.5
55:45.6,-113.6,-111.2
55:45.6,-95,-94.9
55:46.0,-129.3,-106
55:46.3,-103,-102
55:46.4,-118.1,-106.8
55:46.5,-114.1,-106.1
55:46.8,-129.8,-115.8
55:46.8,-95.6,-92.4
55:47.4,-97,-97.3
55:48.2,-109.8,-102.5
55:49.6,-117.2,-104.6
55:50.0,-91.8,-90.2
55:51.6,-133.1,-117.7
55:52.2,-127.7,-103.7
55:53.8,-109.4,-107.2
55:53.9,-113,-101.8
55:53.9,-109.9,-107.1
55:54.3,-102,-90.7
55:54.4,-92.1,-90.7
55:54.5,-108.9,-95
55:54.8,-115.8,-109.9
55:56.4,-127.3,-100.9
55:56.8,-128.6,-117.2
55:56.8,-136.8,-119.3
55:57.2,-107.4,-87.4
55:57.3,-95.2,-92.4
55:57.7,-100.1,-97.7
55:58.2,-103.7,-102.5
55:59.7,-103.4,-93.2
55:59.7,-129,-106.3
55:59.8,-113.5,-102.9
56:00.1,-115.8,-106
56:01.3,-128.7,-104.2
56:01.8,-117.7,-102
56:02.1,-123.5,-97.5
56:02.2,-114.6,-105.5
56:03.6,-117.6,-104.7
56:05.1,-122.2,-117.5
56:05.2,-134,-118.4
56:05.3,-93.5,-78.2
56:05.4,-101.5,-83.3
56:05.5,-123,-111.3
56:06.6,-128.8,-119.6
56:07.2,-122.2,-102.1
56:07.3,-116.9,-99.7
56:07.4,-99.6,-67.2
56:08.8,-121.6,-98.9
56:10.4,-126.3,-98.9
56:12.6,-120,-103.2
56:12.9,-123,-94.5
56:13.0,-101.7,-101.1
56:13.6,-83.8,-85.9
56:15.0,-81.2,-82.9
56:15.1,-93.1,-82.6
56:15.2,-91.9,-80.8
56:15.4,-137.2,-120.8
56:16.1,-103.8,-79.8
56:16.9,-89.8,-86.7
56:17.4,-113,-94
56:17.5,-117.6,-98.8
56:18.0,-124.4,-93.4
56:19.0,-105.2,-87.5
56:21.2,-121.5,-98.3
56:21.9,-95.6,-91.3
56:22.0,-92.3,-82.8
56:22.8,-127.5,-99.3
56:23.4,-119.8,-102.8
56:23.4,-127.6,-104.6
56:23.8,-120.8,-106.5
56:24.6,-128.3,-119.2
56:25.3,-113.7,-96.5
56:27.4,-107.3,-85.2
56:28.2,-128.3,-108.6
56:28.3,-111.3,-98.3
56:28.3,-81,-82
56:28.6,-122.8,-104.9
56:30.6,-122.5,-103.1
56:31.0,-107.9,-81.5
56:31.1,-92.6,-88.1
56:31.6,-96.3,-88.6
56:32.7,-116.8,-102.9
56:32.7,-129.8,-101.2
56:32.8,-90.7,-91.7
56:32.9,-132.7,-119.4
56:33.9,-100,-100.5
56:35.1,-102.1,-92.2
56:36.6,-99,-94.5
56:37.6,-125.8,-101.4
56:37.7,-101.1,-102.1
56:37.8,-114.2,-94.7
56:38.7,-111.5,-95.6
56:38.8,-109.6,-89.3
56:39.0,-112.5,-98.8
56:40.2,-133.8,-120.6
56:41.2,-130.7,-118.7
56:41.3,-131.7,-120.4
56:43.1,-94.4,-94.7
56:43.5,-128.4,-117.5
56:44.3,-102.7,-98.6
56:44.4,-114,-95.6
56:44.7,-114.7,-100.5
56:45.5,-117,-105.6
56:46.6,-115.2,-96.9
56:47.7,-134.9,-120.1
56:48.9,-129.4,-98.8
56:48.9,-112.9,-104.3
56:49.0,-98.2,-93.4
56:50.2,-90.8,-90.9
56:50.4,-115.2,-97.4
56:50.5,-103.4,-97.4
56:50.6,-111.2,-101.9
56:50.6,-128.8,-119.2
56:51.5,-127.4,-103.3
56:52.6,-114.7,-96.9
56:53.5,-108.7,-96.1
56:54.6,-124.8,-94.2
56:54.7,-121,-98.2
56:54.8,-114.6,-104.7
56:55.7,-112.1,-98.1
56:57.0,-123,-106.8
56:58.6,-94.4,-94.4
56:59.8,-123.7,-102.3
56:59.9,-112.7,-102.5
56:59.9,-113.1,-106.1
57:00.5,-110.8,-91.3
57:00.6,-91.6,-91.3
57:00.7,-103.9,-93.9
57:01.7,-131,-119.7
57:01.9,-125.2,-117
57:04.0,-124.4,-117
57:05.6,-104,-95.3
57:06.4,-104.3,-100.6
57:06.5,-121.3,-98.5
57:07.3,-97.4,-91.6
57:08.0,-90.3,-89.4
57:08.1,-117.4,-103.7
57:08.2,-107.7,-103.1
57:09.1,-119.8,-104
57:10.8,-111.8,-102.6
57:11.4,-117.5,-103.8
57:11.5,-122.4,-100.3
57:11.7,-130.9,-118
57:11.8,-130.9,-119.3
57:11.9,-130.5,-119.2
57:13.1,-94.8,-94.6
57:14.9,-129.8,-116.7
57:16.1,-125.3,-100.9
57:16.8,-110.9,-94.4
57:16.9,-98.4,-97.2
57:17.0,-122.3,-104.8
57:19.2,-123.2,-104.4
57:19.3,-104.8,-102.5
57:19.4,-110.3,-102.5
57:19.6,-110,-85.5
57:22.0,-100.5,-99.7
57:22.1,-120.6,-96.7
57:22.2,-96.5,-82.1
57:23.2,-105.2,-81.2
57:25.2,-122.5,-96.8
57:26.0,-128.8,-120.4
57:26.1,-131.7,-118.5
57:26.2,-99,-98
57:26.3,-111.4,-100.5
57:26.4,-105.8,-102.3
57:26.5,-102.1,-100.4
57:27.9,-110,-96.5
57:27.9,-116.2,-91.8
57:28.0,-93.1,-94.6
57:28.5,-95.1,-93.6
57:30.2,-98.2,-88.4
57:33.8,-117.9,-94.3
57:33.9,-111.4,-96.8
57:33.9,-110.9,-88.7
57:35.3,-88,-90.2
57:36.2,-117.8,-105.5
57:36.3,-104.5,-102.3
57:36.4,-105.1,-102.3
57:38.1,-110.4,-99.7
57:38.2,-130.2,-105.7
57:38.4,-129.3,-117.9
57:38.5,-128.9,-119.8
57:38.6,-129.6,-119.9
57:39.3,-95.1,-90.7
57:41.3,-127.3,-98.8
57:43.8,-100.9,-98.1
57:43.9,-110.1,-97.7
57:44.0,-126,-98.1
57:46.0,-132.1,-119.7
57:46.6,-127.9,-103
57:46.6,-125.5,-99.7
57:46.7,-103.8,-104.9
57:47.0,-135.2,-120.8
57:47.0,-138.9,-120.8
57:47.1,-126.4,-117.2
57:49.4,-134.8,-120.2
57:50.3,-120.1,-90.2
57:50.4,-99.8,-85.3
57:50.6,-101.2,-97.7
57:51.6,-102.8,-92.5
57:54.2,-125.7,-119.3
57:55.4,-104.5,-103.5
57:55.5,-103,-98.8
57:55.6,-107,-103.5
57:55.8,-135.6,-121.5
57:55.8,-128,-120.7
57:56.1,-114.1,-88.5
57:56.7,-105.8,-95.1
57:56.8,-97.7,-95.2
57:57.1,-127.9,-119.7
57:59.5,-90.9,-88.1
58:00.7,-108.4,-105.6
58:03.3,-138.9,-120.4
58:03.4,-138.2,-118.3
58:03.5,-133.5,-121.9
58:03.8,-127.6,-107.7
58:03.9,-106.6,-103.1
58:04.9,-105,-101
58:06.5,-135.3,-118.1
58:07.5,-112.6,-101.1
58:07.6,-112.5,-102.9
58:08.6,-104.1,-103.2
58:08.7,-131.5,-103.2
58:08.8,-127.7,-101.3
58:09.7,-136.2,-121.9
58:12.0,-118,-106.4
58:12.7,-128.9,-119.5
58:12.7,-121.1,-117.7
58:13.0,-108.8,-104.5
58:15.6,-108.7,-101.5
58:16.2,-117.2,-100.6
58:16.3,-115.7,-100.6
58:17.2,-106.6,-101.9
58:17.3,-128.1,-104.6
58:17.5,-110.2,-96.9
58:19.1,-103.2,-101.3
58:21.1,-130.7,-122.1
58:21.2,-118.3,-116.1
58:21.3,-126.2,-116.4
58:21.3,-129.9,-119.6
58:23.5,-136.1,-113.8
58:23.7,-133.3,-113.8
58:23.7,-115.6,-98.3
58:24.0,-111.6,-91.3
58:25.1,-131.8,-120.8
58:26.8,-100.6,-98.4
58:26.9,-108.7,-99
58:27.1,-129,-102.6
58:28.0,-90,-90
58:28.1,-92.6,-92.9
58:28.1,-123.8,-104.5
58:29.3,-132.5,-118
58:30.4,-137.4,-120.3
58:30.5,-133.6,-120
58:30.6,-136.8,-121.1
58:32.2,-103.7,-100.1
58:33.9,-109.9,-92.2
58:34.0,-93,-92.2
58:34.0,-127.4,-103
58:34.7,-110.9,-104.4
58:37.3,-121.7,-95.2
58:38.3,-126.8,-102.8
58:38.6,-96.5,-95.8
58:38.7,-95.6,-94.9
58:40.5,-105.5,-91.4
58:40.6,-127.5,-104
58:40.7,-92.3,-93.8
58:41.4,-131.2,-118.8
58:41.5,-131.7,-121.8
58:42.4,-99.5,-96.1
58:43.7,-91.3,-90.2
58:45.9,-103.1,-99.4
58:45.9,-108.4,-94.3
58:46.0,-121.8,-99.4
58:46.2,-125.7,-99.6
58:48.1,-110.2,-103.9
58:48.9,-118,-98.7
18:58:49,-108.7,-86.2
58:49.1,-103,-101.2
58:50.5,-107.4,-91.2
58:50.6,-114.3,-103
58:50.6,-128.2,-96.7
58:51.2,-136.2,-120.6
58:51.3,-106.7,-99
58:51.9,-124.1,-103.5
58:54.0,-114.8,-103.4
58:54.5,-98.5,-100.5
58:55.8,-102.4,-100.6
58:56.3,-109.9,-102.4
58:56.4,-124.6,-103.5
58:57.1,-95.4,-95
58:57.2,-121.4,-91
58:57.3,-104.1,-99.7
58:57.6,-109.3,-90
58:57.7,-100.6,-97.3
58:58.2,-126.2,-99.7
58:59.9,-118.9,-99.6
59:00.2,-109.1,-106
59:00.3,-112.4,-103
59:01.5,-95,-94.9
59:01.5,-124.8,-96.7
59:01.6,-106.9,-99.3
59:02.6,-114,-110
59:03.7,-125,-103.1
59:04.1,-101.4,-100.2
59:04.2,-110.3,-100.2
59:04.6,-103.9,-99.7
59:05.3,-119.2,-96.9
59:05.9,-61.4,-60.6
59:06.0,-81,-81.2
59:07.5,-107.1,-99.4
59:07.6,-96.8,-96.6
59:07.7,-124.5,-97.1
59:07.7,-107.3,-99.3
59:08.5,-96.5,-97.8
59:10.0,-121,-99.3
59:10.7,-124.9,-114.1
59:10.7,-113.3,-104.1
59:11.2,-97.8,-73.3
59:13.3,-123.4,-110
59:13.4,-125.8,-103.3
59:13.5,-111.8,-109.3
59:13.5,-111.8,-90.3
59:14.6,-93.9,-98.5
59:14.7,-130,-109.7
59:14.8,-124.6,-109.7
59:15.8,-119.7,-105.7
59:16.7,-118.8,-100
59:17.6,-67.4,-71.7
59:17.7,-85.5,-85.5
59:17.8,-90.2,-86.2
59:18.1,-121.5,-101.7
59:18.2,-89.8,-89.7
59:18.2,-120.4,-105.5
59:18.9,-122.3,-101.7
59:18.9,-122.8,-103
59:19.4,-117.3,-98.3
59:20.2,-99.3,-81.1
59:21.1,-107.3,-105.9
59:21.2,-103.4,-100.9
59:21.3,-122.5,-106.6
59:21.7,-121.8,-101
59:22.5,-124.4,-107.9
59:22.6,-131.9,-107.5
59:22.7,-101.5,-96.1
59:23.1,-122.7,-90.8
59:23.7,-115.7,-94.7
59:23.8,-123.3,-94.3
59:24.5,-87.8,-86.6
59:24.5,-103.5,-96.2
59:24.6,-118.7,-98.2
59:24.6,-90.1,-86.6
59:24.7,-103,-97.4
59:25.6,-115.4,-97.5
59:25.7,-111.9,-97.5
59:26.2,-114.9,-86.7
59:26.9,-111.3,-103.1
59:27.8,-110.7,-107.6
59:28.9,-120.9,-110.3
59:29.8,-123.9,-93.4
59:29.9,-122.8,-103.1
59:30.2,-107.9,-108.1
59:30.4,-100.3,-102.6
59:30.5,-130.6,-97
59:30.9,-106.7,-102.6
59:31.3,-97.7,-101.5
59:31.4,-101.5,-102.3
59:32.0,-113.5,-106.8
59:32.1,-131.1,-98.9
59:32.7,-100.9,-98.4
59:33.6,-108.4,-102
59:35.0,-136.1,-101.6
59:35.1,-127.3,-95.4
59:35.2,-104.1,-101.4
59:35.8,-131.9,-103.1
59:37.8,-116,-102.7
59:37.9,-95.5,-95.1
59:39.0,-124.1,-104.3
59:40.5,-118.8,-104.9
59:40.6,-105.2,-104.9
59:40.6,-89.7,-93.2
59:40.7,-127.2,-107.2
59:41.6,-119.3,-102.2
59:42.3,-113.8,-104.6
59:43.2,-113,-105.9
59:43.3,-105.6,-94.5
59:45.5,-110.8,-105
59:45.6,-123.7,-103.3
59:46.9,-114.2,-111
59:47.0,-114.5,-112.2
59:47.2,-95.1,-95.1
59:48.8,-104.1,-106.1
59:48.9,-116.2,-108.8
59:49.8,-96.7,-96.7
59:49.9,-102.4,-102.2
59:50.0,-123,-99.8
59:51.6,-116.5,-102.9
59:52.4,-111.8,-105.1
59:53.4,-116.5,-109.7
59:53.9,-109.8,-109.5
59:54.6,-112.5,-108.7
59:55.5,-128.2,-104.9
59:55.8,-125.3,-102.4
59:58.1,-109.4,-111.8
59:58.9,-115.5,-108.1
59:59.1,-92.8,-95.8
00:00.8,-110.8,-107.7
00:00.9,-107,-106.2
00:01.3,-112.2,-109.2
00:02.4,-117.2,-108.5
00:02.5,-123.3,-102
00:04.3,-116.8,-108.7
00:04.4,-119.5,-111.5
00:04.5,-108.1,-107
00:06.4,-117.8,-94.3
00:06.5,-127.5,-96.7
00:07.1,-109.8,-106.1
00:09.4,-103.8,-104
00:11.3,-86.9,-87.2
00:11.4,-112.7,-106
00:12.6,-106.3,-102.5
00:12.9,-111.5,-88.7
00:13.6,-111,-104
00:15.6,-111.3,-93.1
00:16.1,-106.7,-105.6
00:17.2,-128.7,-104.7
00:17.7,-117.7,-94
00:19.2,-106.4,-105.2
00:21.1,-115.5,-109.9
00:21.2,-108.9,-108.5
00:23.3,-118.2,-112
00:24.7,-116.7,-110.7
00:24.8,-118,-100.7
00:25.3,-118.2,-110.6
00:26.5,-125.4,-108.8
00:27.9,-121.9,-114.5
00:28.0,-116.5,-112.8
00:30.0,-118.9,-112.6
00:31.6,-114.2,-107.7
00:31.8,-124.5,-107.6
00:32.9,-118.5,-110.7
00:33.7,-110.8,-109.3
00:34.6,-131.9,-105.9
00:34.7,-117.8,-112
00:34.7,-120.1,-111.7
00:35.7,-117.7,-113.2
00:37.7,-111.2,-108.9
00:39.0,-117.8,-114.2
00:39.4,-134.1,-108.1
00:39.5,-122.8,-115.3
00:40.0,-117.4,-114.2
00:42.3,-113.8,-113.8
00:42.5,-114.5,-113.5
00:42.6,-124.9,-113.5
00:43.4,-110.7,-108.9
00:44.6,-133.9,-118.2
00:45.1,-117.6,-109.3
00:45.2,-119.7,-109.6
00:46.1,-122,-115.3
00:46.2,-127.6,-117.5
00:46.4,-103.9,-103.5
00:47.5,-120.7,-98
00:47.6,-122.3,-109.6
00:48.8,-98,-97.6
00:50.5,-106.4,-106.6
00:52.2,-133.9,-107.6
00:52.3,-136.7,-115
00:52.4,-115.1,-114.3
00:53.0,-122.9,-115.4
00:54.3,-97.7,-96.9
00:54.4,-123.6,-110.6
00:55.6,-110,-107.3
00:55.9,-117,-114.9
00:56.0,-121.9,-116.4
00:56.1,-126.5,-116.2
00:57.0,-112.4,-109.1
00:57.1,-112.3,-99.7
00:57.6,-103.3,-103.1
00:58.0,-124.2,-114.2
00:58.9,-125.5,-111.2
00:59.0,-112.4,-110.7
00:59.6,-124.2,-109.3
01:00.5,-119.9,-111.2
01:00.6,-111.8,-109.7
01:01.3,-121.4,-108.9
01:02.8,-129.2,-109.3
01:03.2,-116.4,-115.2
01:03.3,-129.8,-116.5
01:03.6,-106.9,-106.3
01:03.7,-122.3,-109
01:04.0,-138,-112.7
01:05.3,-129.3,-109.1
01:06.7,-113,-110.2
01:07.3,-130.3,-109.3
01:07.4,-113.5,-100.5
01:08.3,-113.5,-99.7
01:08.7,-107.8,-109.1
01:08.8,-112.1,-109.1
01:09.8,-122.5,-109
01:10.9,-131.8,-105.3
19:01:11,-122.3,-110.7
01:11.8,-126.3,-98.1
01:12.6,-132.2,-116
01:12.7,-131.4,-117.1
01:13.4,-117.4,-110.2
01:15.8,-124.1,-115.7
01:16.2,-95.2,-95.6
01:16.3,-104.4,-103.2
01:17.1,-114.8,-110.4
01:17.2,-128,-110.3
01:18.1,-134.7,-118.6
01:20.2,-122.8,-107.4
01:20.5,-110.1,-108.8
01:20.6,-121.8,-117.6
01:21.9,-121,-114.5
01:24.4,-111.4,-108.1
01:24.7,-138.9,-116.1
01:24.8,-113.9,-116.8
01:25.5,-109,-109.8
01:26.0,-92.8,-94.4
01:26.1,-130.7,-104.8
01:27.8,-107.8,-106.8
01:28.9,-135.9,-118.3
01:29.6,-119.6,-119.8
01:29.7,-127.2,-119.8
01:31.6,-123.8,-116.3
01:32.3,-99.5,-100.5
01:32.4,-120.4,-112.1
01:32.7,-127.8,-121.6
01:32.7,-117.9,-112.9
01:34.0,-110.3,-108.1
01:36.1,-131.6,-113.9
01:37.5,-130.1,-121.6
01:38.2,-112,-105.7
01:38.3,-131.8,-103.3
01:38.4,-119.3,-99.4
01:39.5,-111.8,-111.8
01:41.7,-111.7,-111
01:42.3,-110.8,-107
01:42.4,-108.1,-108.3
01:43.5,-116.5,-116.6
01:43.6,-121,-109
01:45.6,-130.8,-104.3
01:45.7,-134.3,-112.3
01:46.0,-124.5,-120.9
01:46.2,-137.4,-121.8
01:47.6,-96.8,-96.8
01:50.3,-129,-116.8
01:51.3,-117.4,-109.5
01:51.4,-103.7,-102.1
01:54.2,-130,-117
01:56.4,-113.2,-109.8
01:57.2,-129.1,-123.5
01:59.5,-128,-121.9
02:00.4,-130.6,-122.7
02:03.5,-105.5,-104.5
02:03.6,-113.3,-106.8
02:03.8,-129,-121.2
02:04.0,-135.7,-122.2
02:05.7,-122.3,-120.1
02:07.5,-136.6,-119.1
02:07.6,-128.2,-110.2
02:07.7,-105.7,-104.8
02:09.2,-106.2,-103.6
02:11.1,-120.5,-115.6
02:14.2,-117.3,-111.4
02:14.5,-118.3,-104.2
02:16.0,-112.3,-103.2
02:16.1,-111.1,-105.8
02:16.9,-119.2,-115.9
02:18.9,-128.9,-122.3
02:20.9,-112.2,-104.6
02:21.1,-97.1,-96.6
02:21.4,-132.4,-121.9
02:21.5,-121.6,-120.9
02:22.3,-131.7,-122.4
02:23.9,-143.8,-118.9
02:24.0,-134.7,-118.9
02:24.1,-120.2,-119
02:25.3,-112.3,-110.1
02:28.0,-113.6,-111.1
02:28.1,-111.7,-106.4
02:28.9,-134.7,-120.2
02:29.9,-141.1,-120.4
02:30.4,-121,-117.1
02:32.0,-115.6,-108.1
02:33.1,-117.7,-112.7
02:33.2,-110.9,-109.5
02:33.5,-136.3,-123
02:33.6,-138.7,-117
02:35.5,-112,-109.8
02:36.0,-104.8,-103.2
02:37.3,-116.3,-103
02:37.4,-103.7,-102.9
02:38.6,-127.1,-118.1
02:38.7,-128.8,-120.2
02:39.4,-139.2,-120.2
02:42.6,-134.3,-121.5
02:42.7,-138.8,-118.9
02:43.5,-120.4,-109.4
02:43.6,-108.9,-109.4
02:44.0,-129.2,-109.2
02:45.6,-98,-97.5
02:47.2,-118.4,-118
02:47.4,-130.4,-120.9
02:48.2,-105.1,-105.5
02:48.3,-106.6,-104.7
02:49.5,-112.6,-105.6
02:50.8,-127,-107.8
02:51.4,-130.8,-122.2
02:51.5,-126.2,-119.7
02:54.7,-122.9,-102
02:54.8,-116.4,-109.7
02:55.7,-138.3,-122.5
02:55.8,-127.9,-120.6
02:56.0,-129.1,-116.9
02:58.6,-107.9,-106.7
02:58.7,-115.2,-106.7
03:00.3,-122.1,-109.7
03:01.0,-135.7,-122
03:01.2,-133,-122.2
03:02.5,-121.3,-102.1
03:02.6,-121.6,-110
03:03.8,-118.8,-101.7
03:05.1,-127.3,-110.1
03:06.7,-129.1,-116.9
03:07.0,-130,-119.2
03:07.1,-112.2,-107.5
03:07.2,-105.6,-105.4
03:10.2,-121,-108.3
03:11.1,-126.8,-121.3
03:11.2,-127.5,-121.3
03:12.7,-95.5,-95.5
03:12.8,-116,-95.5
03:13.6,-129.9,-116.3
03:13.8,-116.3,-96.3
03:16.0,-134.3,-122.3
03:16.4,-100.9,-99.5
03:16.5,-112.6,-108.1
03:18.1,-113.3,-109.6
03:19.3,-132.4,-121.4
03:19.5,-135.2,-122.7
03:20.2,-125.3,-120.1
03:21.4,-112.1,-109
03:21.5,-112.9,-109
03:21.9,-117.8,-101.4
03:22.8,-129.1,-122.8
03:22.9,-136.2,-119.4
03:23.6,-116,-98
03:25.5,-139.6,-121.3
03:25.8,-119.3,-106.4
03:25.9,-96.2,-96.2
03:27.0,-106.1,-105.5
03:27.9,-141.4,-122.2
03:28.0,-139.8,-122
03:29.3,-97,-94.1
03:31.8,-114.9,-105.6
03:31.9,-107,-106.6
03:33.1,-128,-117
03:34.8,-93.9,-96
03:34.9,-113.3,-96
03:35.8,-121.2,-115.5
03:36.3,-118.5,-116.5
03:38.4,-106.8,-103.1
03:38.5,-131.7,-103.6
03:38.6,-104.5,-103.1
03:41.7,-100.1,-101.2
03:42.2,-141.2,-123.3
03:43.6,-101.3,-96.8
03:43.7,-121,-105.1
03:44.1,-137.5,-123.4
03:46.8,-112.6,-101.5
03:48.3,-87.7,-91
03:48.4,-103.8,-104.7
03:48.5,-128.6,-122.5
03:50.3,-118.4,-117.1
03:53.3,-121.3,-95.7
03:53.4,-112.5,-107.6
03:53.5,-138.8,-123
03:53.7,-132.7,-123.2
03:58.1,-123.4,-115.8
03:58.6,-113.5,-89.7
03:58.6,-107.4,-99.5
03:59.4,-121.7,-114.6
04:01.6,-123.6,-120.4
04:03.4,-120.5,-97.7
04:03.4,-106.1,-97.5
04:03.5,-108.6,-88.8
04:05.9,-105.7,-96.6
04:07.8,-125.7,-120.8
04:08.0,-121.8,-95.3
04:10.2,-122,-90.3
04:10.2,-91.1,-90.3
04:10.5,-99.1,-82.8
04:10.8,-87.3,-88.4
04:11.7,-105.3,-72.4
04:13.2,-107.8,-80.4
04:14.9,-128.1,-121.7
04:15.1,-100.2,-76.8
04:15.2,-114.9,-87.7
04:15.4,-112.5,-88.3
04:16.6,-121.7,-115.4
04:17.5,-88.5,-88.4
04:19.7,-134,-122.8
04:20.4,-96.5,-90.2
04:20.5,-83.1,-83
04:20.6,-99.1,-92.5
04:22.7,-110.1,-85.5
04:24.7,-107.5,-87.2
04:25.3,-109.1,-112.4
04:25.6,-115.6,-115
04:26.6,-88.3,-89.8
04:26.7,-95.4,-91.5
04:27.2,-118.5,-118.6
04:28.6,-87.7,-85.9
04:30.4,-127.7,-114.8
04:30.7,-137.8,-108.8
04:30.9,-93.8,-89.1
04:31.0,-121,-89.1
04:31.9,-86.2,-85.7
04:34.1,-112.1,-90.8
04:35.5,-92.8,-86.1
04:35.6,-91.2,-81.3
04:35.6,-91.1,-88.7
04:36.1,-136.8,-122.8
04:36.4,-91.3,-83.9
04:39.7,-100.2,-87
04:39.7,-83.3,-80.9
04:39.8,-95,-89.9
04:40.7,-99.7,-101.6
04:41.1,-89,-89.5
04:43.0,-102.2,-87.7
04:43.1,-105.2,-80.3
04:43.2,-97.2,-83.5
04:44.8,-109,-87.2
04:45.9,-103.5,-90.4
04:45.9,-106.5,-85.3
04:46.0,-132.1,-98.6
04:46.1,-90.2,-92.4
04:46.3,-107.3,-106.7
04:50.0,-108.5,-91.9
04:50.1,-93.6,-91.8
04:50.2,-104.6,-92.7
04:51.9,-127,-105.1
04:52.0,-124.5,-114.3
04:52.5,-93.5,-89.4
04:52.6,-113.4,-89.7
04:52.7,-88.6,-90.7
04:55.1,-120.7,-100.6
04:56.5,-120.2,-100.6
04:56.7,-102.3,-100.6
04:56.8,-110.3,-94.5
04:56.9,-111.7,-94.3
04:58.2,-118.2,-98.4
04:59.5,-121.5,-100.8
05:00.6,-98.5,-95.1
05:00.7,-93.3,-89.5
05:00.9,-104.2,-98.1
05:01.0,-133.9,-108.3
05:01.7,-113.8,-110.3
05:03.4,-106.7,-106.8
05:04.9,-107.2,-106.7
05:06.1,-123.2,-105.2
05:06.2,-92.3,-92.4
05:07.3,-119.1,-97.9
05:07.4,-103.9,-97.9
05:07.8,-120,-101.3
05:10.1,-88,-88
05:11.5,-112,-107.1
05:11.6,-111.7,-107.1
05:12.2,-120.3,-103.2
05:13.6,-129.1,-122.6
05:13.7,-108.8,-102.5
05:14.1,-100.2,-101.6
05:16.0,-119.9,-108.5
05:16.0,-111.7,-106.6
05:16.1,-130.9,-107.3
05:17.1,-121.5,-97
05:18.9,-112.4,-89.2
05:19.0,-109.6,-101.1
05:20.5,-115.1,-101.4
05:20.7,-111,-105.9
05:20.7,-125.4,-99.5
05:21.2,-128.4,-108.6
05:22.1,-105.8,-105.9
05:23.2,-115,-99.3
05:23.4,-95.9,-97.5
05:23.5,-126.5,-109.1
05:26.1,-94.2,-92.8
05:26.1,-103.5,-102.8
05:26.2,-123.8,-102.8
05:30.2,-112.8,-96.9
05:30.3,-140.1,-122.4
05:31.2,-104.8,-91.5
05:31.2,-108.2,-107.1
05:31.3,-109.5,-106.3
05:32.5,-114.6,-107.7
05:36.0,-137.3,-122.9
05:36.1,-128.8,-102.7
05:37.2,-106.1,-103.8
05:37.2,-110.2,-107.9
05:37.3,-119,-104.5
05:38.9,-113.1,-108
05:41.3,-118.8,-107.7
05:41.4,-114.3,-94.9
05:41.4,-118.3,-107.7
05:41.5,-129.6,-107.8
05:42.8,-127.6,-104.4
05:43.0,-110.4,-103.1
05:44.0,-105.2,-99
05:47.4,-118.8,-104.3
05:49.7,-100,-102.4
05:49.8,-121.1,-114.9
05:50.3,-128.4,-107.9
05:50.3,-117,-108
05:50.4,-109.9,-108
05:52.3,-103.4,-102.7
05:55.6,-121,-109.3
05:55.6,-123,-109.3
05:55.7,-112.1,-107.1
05:55.7,-119,-103.4
05:57.6,-116.2,-100.4
05:59.1,-129.6,-117
06:02.4,-123.7,-102.8
06:02.5,-121.3,-107.8
06:02.6,-123.8,-103.9
06:08.2,-120.2,-118.2
06:09.9,-124.4,-108.6
06:10.0,-126.5,-103.2
06:10.1,-115.8,-90.3
