Time,SSS-RSRP,SSS-RePower
38:09.8,-122.1,-116.6
38:10.7,-117.1,-113.2
38:12.5,-112.4,-110.7
38:14.1,-130.4,-114.8
38:14.2,-121.4,-117.7
38:15.4,-127.4,-111
38:17.1,-118.6,-110.9
38:18.8,-130.5,-116.8
38:18.8,-122.9,-97.6
38:18.9,-119.9,-110.8
38:20.8,-123.8,-109.8
38:22.3,-126.4,-113.4
38:24.5,-126.2,-115.5
38:25.7,-119.8,-114.4
38:26.1,-116.4,-112.3
38:26.2,-118.9,-98.5
38:26.3,-130.3,-109.8
38:30.2,-124.5,-96.2
38:33.9,-126.7,-116.6
38:34.0,-133.5,-112.9
38:34.8,-126.6,-108.7
38:34.9,-124,-94.8
38:35.0,-110.3,-103.8
38:36.0,-119.1,-104.7
38:40.2,-124.6,-103.6
38:42.5,-124.2,-92.3
38:43.3,-135.4,-115.2
38:43.5,-120,-114.5
38:50.7,-121.5,-109.1
38:52.8,-132.8,-113.2
38:52.9,-130.9,-118.8
38:54.0,-121.1,-107.8
38:54.1,-104,-103.6
38:54.2,-113.2,-92.2
38:55.7,-120.5,-99
39:00.4,-117.5,-114.9
39:00.6,-132.4,-114.9
39:01.3,-116.7,-111.5
39:03.6,-109.4,-100.5
39:07.1,-107.2,-107
39:07.7,-121.6,-106.2
39:07.8,-125.8,-91
39:08.9,-129.7,-97.2
39:10.0,-136.8,-120
39:10.2,-125.7,-103.8
39:13.2,-106.5,-102.8
39:16.2,-108.4,-98
39:17.7,-131.9,-99.1
39:17.8,-111.5,-106.6
39:17.9,-109.6,-99.7
39:18.8,-121.9,-88.4
39:20.0,-135.3,-120
39:20.1,-100.6,-101.1
39:22.4,-106.3,-101
39:24.8,-107.2,-97.4
39:27.1,-94,-89.9
39:27.2,-100.3,-97.3
39:27.3,-101.4,-101.8
39:27.9,-137.2,-117.6
39:28.1,-132.5,-118.4
39:29.8,-118.6,-115.5
39:32.2,-115.3,-99.2
39:35.5,-117.6,-103.3
39:35.6,-115.9,-96.5
39:35.6,-117.7,-103.3
39:36.6,-121,-114.2
39:36.8,-101.1,-102.7
39:39.8,-130.9,-117
39:42.0,-117.5,-103.2
39:44.0,-106.9,-95
39:44.1,-107.9,-95
39:44.2,-115.1,-95
39:47.8,-88.4,-87.7
39:50.4,-114.1,-95.9
39:50.5,-114,-95.9
39:50.6,-114.1,-95.9
39:53.1,-83,-82.6
39:55.7,-115.2,-94.8
39:58.3,-98.9,-98.2
39:58.4,-127.3,-96.8
39:58.5,-110,-98.2
40:00.6,-104.8,-82
40:04.1,-111.5,-101.3
40:06.8,-107,-98
40:07.8,-105,-82.4
40:07.9,-105.2,-90.4
40:09.0,-90.9,-90.1
40:12.2,-109.4,-95.8
40:15.7,-94.6,-93
40:16.1,-88.2,-88.1
40:16.2,-100.8,-97.7
40:17.2,-108.5,-97.9
40:21.0,-98.3,-95.2
40:24.1,-92,-84.6
40:27.8,-76.5,-75.7
40:30.1,-94.4,-71.8
40:30.2,-80.6,-79.5
40:30.3,-96.1,-82.7
40:34.4,-100.3,-92.6
40:37.1,-102.2,-87.3
40:39.9,-87.3,-82
40:41.3,-98.2,-86.9
40:41.4,-97.3,-91.6
40:41.5,-87.8,-81.7
40:44.9,-111.3,-101.3
40:47.9,-123.2,-110.5
40:51.7,-113.9,-108.8
40:51.8,-120.3,-102.9
40:51.9,-113.2,-107.2
40:56.0,-119,-95.1
40:59.6,-112.7,-111.7
41:02.1,-110.4,-102.9
41:02.2,-108.2,-93.5
41:02.3,-120.9,-104.8
41:03.4,-123.4,-107.5
41:08.7,-133,-105.3
41:08.7,-116,-105.8
41:08.8,-125.5,-106.4
41:08.9,-120.8,-106.5
41:12.7,-113.9,-109.9
41:15.9,-138,-119.3
41:18.1,-125.4,-104.3
41:18.2,-123.5,-104.4
41:18.2,-99.1,-97.9
41:18.3,-131.3,-110
41:21.1,-124.1,-110.8
41:22.8,-127.4,-111.1
41:25.9,-130.4,-120.3
41:27.6,-123.8,-103.6
41:29.7,-131.8,-110.4
41:29.7,-130.1,-109
41:29.8,-104.3,-103.1
41:29.9,-133.5,-109
41:32.2,-126.6,-120.5
41:34.5,-128.4,-103.6
41:36.5,-126.7,-110.1
41:39.1,-130.6,-112.1
41:39.2,-109.2,-107.2
41:39.2,-128,-107.5
41:39.3,-133.3,-112.3
41:39.6,-129.7,-120.9
41:41.9,-125.1,-101.9
41:43.7,-98.2,-93.8
41:45.9,-129,-109.7
41:47.8,-133.3,-109.9
41:47.9,-108.1,-103.7
41:48.0,-113.9,-112.5
41:48.1,-107.5,-103.4
41:49.3,-125.7,-110.6
41:52.7,-128.5,-112
41:54.9,-126.2,-108.8
41:54.9,-115.6,-110.1
41:55.0,-115.8,-108.6
41:55.9,-100.6,-95.4
41:57.7,-132.6,-112.6
41:59.7,-132.2,-110.4
42:02.1,-128.5,-103.5
42:04.6,-126.3,-107.9
42:04.7,-130.9,-102.9
42:04.8,-132,-108.9
42:04.8,-133.1,-109.2
42:07.2,-126.3,-119.5
42:08.3,-129.8,-109.1
42:09.4,-106,-103.8
42:12.5,-114.4,-104.7
42:14.2,-136.4,-105.7
42:16.3,-107.9,-107.5
42:16.8,-127.4,-110
42:16.8,-136,-109.6
42:16.9,-129.7,-105.2
42:17.5,-127,-119.5
42:17.7,-119.5,-111.4
42:21.7,-104.1,-101.1
42:22.6,-104.5,-105
42:26.8,-121.1,-114.5
42:26.9,-133.3,-115.2
42:27.4,-95.6,-99.2
42:27.5,-116.3,-112.7
42:27.6,-111.7,-107.8
42:28.2,-120.5,-112.4
42:30.4,-126.1,-104.9
42:32.0,-129.8,-110.4
42:35.7,-134.7,-118.9
42:35.8,-134.1,-118.8
42:37.5,-129.5,-118.8
42:40.9,-109.7,-106
42:41.0,-118.6,-115.6
42:41.1,-112.3,-108.2
42:41.2,-127.8,-107.7
42:43.3,-135.5,-118.7
42:43.9,-122,-111.4
42:47.0,-120.5,-113.8
42:48.8,-133.8,-117.4
42:50.6,-135.7,-110
42:50.7,-123.5,-117.9
42:53.0,-114.2,-111.6
42:54.8,-127.8,-110.4
42:54.8,-132.8,-115.9
42:54.9,-137.3,-114.5
42:55.2,-123,-111.4
42:57.7,-124.8,-117.1
42:59.4,-111.7,-109.6
43:02.4,-115.7,-114
43:02.5,-136.9,-118.8
43:02.7,-114,-113.1
43:05.0,-130.7,-110.9
43:07.3,-129.9,-114
43:08.2,-117,-110
43:08.3,-118.5,-114.1
43:09.3,-131.6,-119.1
43:11.3,-126.5,-115.4
43:11.4,-127.4,-111.9
43:12.1,-101.7,-102.7
43:16.1,-118.2,-112.7
43:16.9,-135,-113.1
43:17.0,-123,-109
43:17.1,-133.5,-113.1
43:19.6,-118.8,-116.3
43:19.7,-119.9,-115.1
43:21.5,-130,-117.1
43:24.6,-120.3,-108.2
43:25.8,-123.9,-116.9
43:28.2,-126.6,-114.2
43:28.3,-128.4,-94.8
43:28.3,-128,-110
43:29.6,-127.2,-112.8
43:31.5,-122.1,-118.7
43:31.5,-126.9,-116.9
43:31.6,-118.9,-116.3
43:32.7,-126.7,-119
43:35.8,-123.4,-115.2
43:39.4,-110.2,-110
43:39.8,-129.3,-120.9
43:39.9,-131.5,-119.2
43:41.4,-112.9,-109.2
43:41.5,-109.6,-95.8
43:41.6,-133.3,-96.3
43:44.4,-119.7,-117.2
43:50.4,-135.5,-119.4
43:51.1,-126.4,-95.6
43:51.1,-117.8,-107.7
43:51.2,-128,-95.6
43:53.3,-126.1,-113.8
43:54.7,-116.9,-116.7
43:58.4,-125.6,-119.1
44:01.1,-122.1,-113.1
44:01.2,-135.1,-115.8
44:01.3,-120.3,-113.1
44:04.1,-129.3,-120.6
44:05.1,-117.1,-115.8
44:05.3,-119.5,-103.7
44:07.6,-135.3,-117.9
44:10.4,-135.5,-121.3
44:12.5,-128.4,-120.8
44:14.4,-137.5,-116.2
44:14.5,-131.5,-115.4
44:14.6,-108.7,-109.4
44:17.3,-137,-120.9
44:17.5,-134.1,-113
44:18.1,-126.4,-110.7
44:21.3,-127.4,-110.3
44:22.5,-129.4,-117.4
44:22.7,-129.2,-112.3
44:25.0,-123.9,-119.4
44:27.7,-133.6,-118.9
44:30.4,-135.4,-120.5
44:30.5,-137.4,-119.4
44:32.3,-126.9,-120.4
44:32.6,-138.4,-118.7
44:33.7,-133.7,-120.2
44:36.4,-117.3,-116.5
44:40.5,-114.2,-108.9
44:40.7,-123.2,-117.7
44:42.9,-140.5,-119.9
44:43.0,-129,-119.9
44:47.5,-123.2,-120.2
44:51.5,-136.3,-120.9
44:51.6,-128.6,-117.6
44:55.6,-117.9,-115.3
44:55.7,-117.3,-114.9
44:56.7,-127.7,-119.4
44:57.3,-137.6,-118.6
44:57.8,-120.5,-116.9
44:58.8,-132.2,-119.2
45:03.8,-111.6,-112.8
45:05.3,-132.2,-119.8
45:06.2,-128.8,-112.8
45:06.4,-120.2,-116.1
45:06.5,-129.2,-119.9
45:09.5,-129.5,-119.5
45:11.9,-128.2,-112.8
45:14.0,-121.9,-117.3
45:14.1,-109.7,-110.6
45:14.7,-135.8,-119.6
45:14.8,-134.8,-119.6
45:15.0,-129.6,-117
45:18.1,-134,-119.5
45:21.3,-134.2,-117.7
45:22.8,-115,-116.1
45:22.9,-137.4,-118.2
45:22.9,-117.5,-117.2
45:22.9,-134.3,-117
45:23.0,-123.2,-113
45:25.0,-127.6,-107.9
45:27.7,-134.3,-120.1
45:30.3,-105.5,-105.9
45:33.1,-113.6,-110
45:33.2,-118.4,-107.5
45:33.5,-126.9,-110.2
45:35.5,-122.1,-116.9
45:35.6,-134.2,-119.7
45:35.7,-127.5,-116.9
45:37.5,-105.1,-105.3
45:39.5,-123.4,-118.6
45:42.1,-134.1,-120.7
45:43.0,-111.5,-104.6
45:43.1,-117.7,-101.4
45:43.4,-114.6,-105
45:45.2,-131.8,-118.7
45:45.3,-128.8,-118.1
45:45.7,-118.8,-118.2
45:47.9,-136.5,-122
45:49.5,-87.9,-90.4
45:49.6,-106.3,-99.3
45:49.9,-94.1,-96
45:51.8,-96.9,-92.6
45:54.7,-113.7,-105.1
45:55.3,-128.7,-113.3
45:55.3,-124.8,-119.1
45:56.6,-102.7,-99.6
45:56.7,-118.2,-103.1
45:56.8,-104.9,-107.4
45:58.5,-132.1,-117.3
46:00.7,-115.2,-112.1
46:03.1,-120.5,-113.5
46:06.7,-94.3,-94.6
46:06.8,-108.3,-104.1
46:06.9,-104.9,-104.1
46:07.9,-134.6,-104
46:08.0,-132.3,-102.7
46:08.1,-111.1,-110
46:09.4,-114.1,-109.8
46:10.0,-114.3,-111.7
46:13.2,-125.1,-99.6
46:14.5,-110.5,-107.2
46:14.6,-116.5,-111.9
46:14.7,-122.7,-100.2
46:15.4,-125.9,-102
46:15.5,-105.5,-102
46:15.5,-113.3,-109.1
46:15.6,-114.8,-109.1
46:16.5,-124,-102.7
46:18.6,-129.8,-110
46:19.8,-121.9,-112
46:21.1,-133.4,-108.4
46:21.2,-133.9,-108.4
46:21.5,-111.5,-108.8
46:23.5,-104.6,-106.6
46:25.0,-122.7,-97.9
46:25.6,-95.2,-91
46:25.6,-120,-94.7
46:25.7,-82.9,-84.4
46:25.7,-122.5,-104.5
46:26.7,-103.9,-103.3
46:27.5,-124.8,-98.9
46:27.6,-105.8,-91
46:29.1,-111.3,-103.4
46:29.5,-109.9,-105.2
46:32.4,-123.2,-105.1
46:34.2,-115.7,-111.7
46:35.8,-100.1,-101
46:36.6,-111.2,-110.9
46:36.6,-113.7,-98.6
46:36.7,-119.8,-109.9
46:38.4,-129.5,-110.2
46:38.8,-135.5,-108
46:38.8,-133,-102.7
46:38.9,-102,-103.8
46:39.9,-119,-87.7
46:41.8,-116.5,-107
46:43.6,-127.3,-110.3
46:44.8,-120.5,-111.1
46:44.9,-113.4,-108.2
46:45.0,-105.4,-106.3
46:47.0,-121.8,-88.7
46:48.5,-120.3,-103.2
46:49.7,-112.7,-110.8
46:52.0,-113.7,-111
46:52.0,-105.6,-99.3
46:52.1,-130.6,-108
46:52.5,-128.3,-112.2
46:52.6,-130.2,-112.2
46:52.6,-106.8,-108.1
46:52.7,-117,-114.1
46:54.9,-126.5,-110.7
46:57.5,-128.4,-114
47:00.0,-127.9,-112
47:01.6,-122.4,-104.8
47:01.7,-125.5,-106.9
47:01.7,-112.2,-106.9
47:02.3,-124.3,-98.7
47:03.8,-133.4,-116.1
47:04.8,-111.2,-109
47:06.0,-123,-115
47:06.1,-127.6,-114
47:06.1,-113.8,-107.2
47:06.2,-119.5,-112.5
47:06.2,-129.3,-108.2
47:06.4,-124.3,-108.7
47:08.3,-131.8,-99.2
47:10.0,-131.8,-108.1
47:12.1,-106.1,-104.9
47:14.2,-115.9,-110.3
47:14.3,-110.2,-107.8
47:14.3,-119.7,-109.3
47:15.0,-114.8,-112.5
47:15.6,-126.6,-116.1
47:18.1,-110.7,-106.4
47:19.7,-124.7,-113.9
47:21.3,-108.2,-105.5
47:21.4,-120.8,-115.6
47:21.5,-136.2,-119.9
47:21.6,-129.7,-98.8
47:21.7,-127.2,-114.5
47:24.4,-134.5,-118.9
47:25.2,-118.4,-99.2
47:25.2,-122.3,-105.8
47:25.3,-121.3,-101
47:25.4,-128.4,-102.4
47:27.1,-135.5,-118.1
47:31.0,-135.2,-115.3
47:32.0,-135.3,-115.9
47:32.0,-135.7,-117.3
47:32.1,-125.7,-112.7
47:32.9,-134.6,-113.3
47:34.5,-122,-113.4
47:34.8,-109.9,-109.9
47:34.8,-111.1,-111.3
47:34.9,-120.3,-102.1
47:35.6,-130.6,-118.7
47:36.8,-119.3,-115.9
47:39.6,-133.2,-115.1
47:41.4,-140.7,-114.3
47:41.4,-134.7,-114.9
47:41.5,-134.5,-114.9
47:41.5,-133.5,-119.6
47:41.8,-125.7,-115.3
47:42.2,-129.9,-107.6
47:42.3,-133.2,-118
47:42.3,-133.7,-107.8
47:42.4,-132.5,-115.1
47:43.9,-106.9,-106.6
47:45.2,-131.8,-119.8
47:46.4,-107,-108.5
47:48.2,-112.7,-112.4
47:49.3,-131.1,-115.2
47:52.0,-131.7,-119.3
47:52.6,-128.3,-105.2
47:52.7,-137.9,-114.2
47:52.8,-127.1,-118.8
47:53.9,-136.1,-118.5
47:54.8,-124.8,-117.8
47:54.9,-135.8,-119.7
47:54.9,-132.1,-114.5
47:55.0,-131.7,-119.5
47:57.2,-118.4,-112
47:58.2,-128,-120.9
48:00.2,-132,-119.4
48:01.3,-132.2,-115.2
48:03.1,-123.2,-115.1
48:03.2,-128.3,-118.3
48:03.3,-137.9,-118
48:03.8,-128.4,-119.4
48:04.6,-126.4,-116.1
48:04.6,-125.5,-113.2
48:04.7,-131,-118.9
48:04.7,-134.7,-115.5
48:05.5,-130.2,-107.5
48:08.3,-120.9,-110.1
48:09.3,-124.8,-116.3
48:10.3,-131.7,-110.7
48:10.4,-109.1,-106
48:11.5,-134.2,-113.6
48:13.0,-121.6,-117.2
48:14.2,-133.9,-115.9
48:16.9,-137.5,-120
48:17.0,-137.1,-115.2
48:17.0,-132.9,-117.7
48:17.1,-138.6,-117.2
48:17.8,-120.1,-116.2
48:19.6,-126.2,-115.5
48:20.6,-108.9,-97
48:20.7,-117.4,-87.6
48:21.9,-131.1,-119.7
48:23.0,-130,-114.9
48:25.2,-123.9,-110.3
48:28.5,-129.5,-106.2
48:30.9,-132.6,-106
48:31.0,-136.9,-103.3
48:31.1,-132.1,-103.5
48:31.4,-126.7,-116.1
48:31.5,-130.8,-118.6
48:32.4,-108.4,-106.9
48:35.4,-131.1,-118.8
48:37.3,-136.4,-118.1
48:37.8,-104.3,-107.4
48:37.9,-104,-103
48:39.3,-122.6,-104.3
48:41.5,-116.8,-90
48:43.4,-129.8,-117.6
48:43.5,-132.6,-110.7
48:43.6,-115.1,-104.8
48:45.3,-111.8,-111.9
48:48.5,-95.4,-95.8
48:49.9,-128.8,-98.2
48:50.0,-85.2,-82.7
48:50.1,-111.1,-97.6
48:51.9,-115.4,-85.1
48:53.8,-129,-111
48:56.5,-130.2,-114
48:56.6,-110.4,-110.9
48:56.7,-135.6,-118
48:58.6,-114,-113.3
48:59.2,-103.9,-86.2
48:59.3,-99.1,-94.9
49:00.4,-113,-94.7
49:02.3,-106.2,-74.8
49:02.9,-116.1,-113
49:06.2,-120.5,-113.4
49:07.6,-128.2,-118.7
49:08.8,-130.4,-118.3
49:08.9,-117.5,-114.5
49:09.1,-111.2,-109.7
49:09.5,-126.5,-93
49:09.6,-94.9,-91.6
49:10.2,-97.5,-89.5
49:12.9,-127.5,-115.1
49:14.6,-135.7,-115.9
49:16.6,-102.3,-80.6
49:18.4,-96,-89.2
49:20.0,-81,-80.5
49:20.1,-94.6,-79.8
49:20.2,-95.2,-75
49:21.7,-117.5,-113.4
49:21.9,-126.7,-115.3
49:22.5,-104.6,-93.6
49:24.9,-91.2,-92.4
49:27.4,-107.2,-100.2
49:29.8,-89.5,-86.6
49:31.8,-109.3,-95.4
49:31.8,-95.6,-93.6
49:32.0,-101.7,-100.7
49:34.4,-130.7,-117.6
49:34.5,-114.2,-95.5
49:36.1,-133,-119
49:38.2,-104.7,-100.1
49:40.5,-100.8,-100.6
49:41.5,-105,-103.1
49:41.5,-105.8,-102
49:42.8,-109,-103.7
49:44.4,-128.9,-115.4
49:46.1,-97.6,-99.8
49:48.4,-132.2,-111.9
49:50.0,-124.9,-116.7
49:50.1,-122.1,-114.7
49:51.6,-115.3,-111.7
49:53.5,-125.2,-109.7
49:55.4,-126,-112.1
49:56.3,-115.5,-112.9
49:59.0,-124.6,-108.9
49:59.1,-113.2,-110.7
49:59.2,-114.2,-111.9
50:00.3,-122.3,-111.1
50:04.5,-123.6,-113.6
50:06.1,-125.3,-116.3
50:06.9,-123.4,-110.3
50:07.0,-122.1,-101.4
50:07.0,-128.7,-95.5
50:08.4,-124.7,-101.1
50:11.5,-117.8,-109.8
50:13.9,-101.3,-101.2
50:15.2,-130.6,-116.8
50:16.5,-121.8,-101.4
50:17.2,-136,-110.3
50:17.3,-117,-111.9
50:17.3,-126.6,-94.6
50:19.0,-95.3,-95.2
50:22.2,-134.2,-119
50:23.6,-133.9,-117.8
50:24.9,-127.3,-95.4
50:25.0,-123.9,-110.5
50:25.1,-124.5,-110.3
50:26.3,-122.9,-110.6
50:28.9,-125,-110.7
50:30.6,-132.8,-117.3
50:38.0,-126.1,-114.7
50:42.2,-128.3,-117.4
50:45.2,-131,-118.6
50:51.0,-117.6,-113.7
50:54.1,-131.5,-118.5
50:57.0,-130.5,-118.7
51:01.3,-122.9,-116.2
51:01.9,-133.9,-119.7
51:09.3,-118.1,-115.3
51:11.3,-130.7,-117.3
51:15.8,-120.7,-113.7
57:18.2,-122.9,-117.4
57:18.4,-127.2,-117.5
57:21.6,-127,-117
57:21.7,-116.9,-113.2
57:25.0,-122.5,-117.2
57:25.1,-112,-111.2
57:25.2,-111.1,-111.2
57:26.3,-127.9,-120.5
57:32.5,-132.9,-119.9
57:32.6,-138.4,-120.1
57:32.7,-130.3,-120.2
57:35.4,-129.1,-120.5
57:37.2,-128.8,-120.1
57:37.3,-134.5,-120.3
57:43.4,-134.3,-120.1
57:43.5,-112.7,-110.9
57:43.6,-140.3,-122.8
57:47.4,-124.1,-121.2
57:47.5,-141.5,-123.4
57:50.1,-137.2,-123.1
57:51.4,-133.9,-123.5
57:51.5,-140.1,-123.4
57:56.6,-113.2,-112.9
57:56.7,-131.5,-121.4
57:58.2,-130.8,-121.8
58:01.1,-133.1,-119.7
58:03.3,-135.2,-120.8
58:06.9,-131.4,-111.6
58:07.0,-138.3,-120.7
58:10.8,-140,-123.1
58:11.0,-134,-121.2
58:11.9,-137.7,-124.2
58:14.3,-131.7,-110.7
58:14.4,-133.5,-110.7
58:15.8,-124.3,-120.4
58:19.7,-139.7,-123.7
58:19.8,-140.6,-123.7
58:23.1,-132.1,-120.8
58:24.7,-135.5,-122.7
58:25.0,-133.1,-120.4
58:28.2,-136.8,-121
58:28.3,-141.8,-122.2
58:31.7,-119.2,-111.3
58:31.8,-129.2,-119.8
58:31.9,-128.9,-119.7
58:34.6,-147.4,-123.4
58:34.7,-132.9,-113.6
58:37.2,-131.3,-122.8
58:37.3,-133.5,-122.1
58:39.8,-126.2,-121.3
58:43.6,-137.7,-123.8
58:43.7,-139.6,-122.4
58:47.1,-136.4,-122.1
58:47.2,-128.8,-121.6
58:48.5,-119.9,-119.8
58:51.8,-132.1,-121.9
58:53.0,-131.2,-120.5
58:53.2,-137.1,-122
58:55.0,-118.7,-117.4
58:55.1,-136.8,-122.1
58:55.9,-136.4,-122.6
58:59.3,-129.7,-113.5
58:59.4,-129.3,-121.5
59:00.0,-125.6,-120.6
59:04.2,-139.4,-120
59:04.3,-141.5,-122.8
59:04.4,-136.3,-120.3
59:07.1,-131.3,-123
59:08.0,-137.5,-121.4
59:08.1,-125.9,-120
59:08.9,-133.1,-120.5
59:10.8,-130.2,-112.9
59:13.4,-127.6,-119.8
59:13.5,-136.8,-121.3
59:13.6,-136,-119.2
59:17.2,-138.5,-122.7
59:17.3,-136.5,-120.7
59:20.3,-110.5,-106.2
59:23.5,-123.1,-114.8
59:23.6,-125.6,-117.9
59:26.3,-130.3,-117.3
59:31.0,-138.8,-121.8
59:31.0,-137.1,-120.4
59:31.1,-135.7,-118.4
59:35.1,-127.2,-120.3
59:35.2,-126.3,-113.5
59:35.2,-117.6,-114.7
59:37.3,-128.9,-116.3
59:38.4,-122.7,-117.9
59:38.5,-124.4,-118.9
59:38.5,-117.8,-114.3
59:41.0,-133.8,-118
59:44.2,-139.7,-120.5
59:44.3,-123.8,-115.5
59:44.4,-133.8,-119.2
59:50.1,-138.5,-120.6
59:50.1,-122.2,-116.4
59:50.2,-132.6,-116.2
59:53.3,-137.6,-120.3
59:53.3,-132.4,-114.1
59:53.4,-129.4,-114.1
59:55.3,-118.4,-115.9
59:59.8,-128.1,-114
00:00.3,-119.6,-114.2
00:00.4,-131.8,-115
00:00.4,-134.5,-120.4
00:05.4,-136.1,-119.6
00:06.4,-122.3,-115
00:06.4,-132.5,-121
00:06.5,-121.4,-115.4
00:10.1,-136.3,-120.3
00:10.1,-119.4,-113.6
00:10.2,-129.7,-115.6
00:11.5,-129.7,-114.4
00:15.9,-127.9,-116
00:17.5,-129.8,-118.6
00:17.5,-137.8,-118.4
00:17.6,-122.2,-115.2
00:19.9,-123.9,-113.7
00:24.0,-137.1,-117.9
00:24.1,-136,-117.7
00:24.1,-129.5,-114.8
00:26.4,-126,-112.7
00:29.4,-134.1,-116
00:29.5,-127,-111.8
00:29.5,-124.1,-117.5
00:31.1,-122.6,-115.2
00:36.5,-131.6,-106.6
00:36.6,-105.3,-106.6
00:36.7,-118.8,-106.6
00:39.9,-120,-114.1
00:43.0,-134.3,-110.5
00:43.1,-118.6,-112.4
00:44.9,-133,-113.4
00:47.0,-110.5,-110.8
00:47.1,-116.8,-113.9
00:49.2,-93.3,-95.3
00:53.5,-114,-110.8
00:53.6,-135.9,-112.2
00:54.1,-134.6,-112.5
00:58.0,-122.6,-117.3
01:01.1,-131.2,-117.4
01:01.2,-117.7,-116.7
01:02.3,-122.9,-116.1
01:05.0,-126.2,-116.7
01:05.1,-138.3,-120
01:05.2,-122.4,-114.9
01:08.2,-111.1,-111.1
01:12.4,-123.4,-115.2
01:12.5,-116.4,-114.9
01:12.6,-135.1,-119.9
01:15.3,-129.8,-116
01:15.3,-128.9,-113.2
01:15.4,-137.8,-116.5
01:16.2,-127.5,-113.7
01:19.5,-133.4,-114
01:19.6,-134.2,-114
01:19.7,-131.4,-118.8
01:19.7,-119,-114.3
01:22.7,-129.2,-114.9
01:26.3,-123.1,-114.6
01:26.4,-111.9,-111.2
01:26.5,-124.8,-115.2
01:26.5,-129.5,-118.9
01:28.8,-132,-119.3
01:31.1,-118.2,-112.6
01:32.4,-123.7,-112.5
01:36.7,-123,-112.9
16:01:37,-124.1,-113.2
01:42.0,-118,-113.3
01:42.2,-130.7,-113.6
01:45.6,-124.5,-113
01:48.7,-125.9,-110.9
01:48.8,-122.4,-113.6
01:51.7,-122.2,-112.6
01:53.7,-122.3,-114
01:53.8,-132.5,-114.1
01:57.9,-133.9,-113.5
01:58.0,-129.9,-115.3
01:59.7,-127.3,-110.3
02:02.9,-120.8,-114.9
02:03.9,-126.4,-113.6
02:04.0,-120.3,-113.1
02:07.7,-125.8,-113.9
02:07.8,-125.7,-115.9
02:09.3,-123.4,-115.1
02:13.5,-122.9,-113.8
02:13.6,-114.9,-112.6
02:16.9,-128.5,-111.2
02:18.5,-119.8,-114.9
02:18.6,-122.9,-113.9
02:21.7,-112.5,-110.9
02:22.0,-116.6,-112.8
02:22.1,-123.1,-114.2
02:25.9,-126.1,-112.6
02:27.2,-132,-113.7
02:27.3,-126.4,-111.9
02:33.3,-115.5,-110.9
02:34.0,-128.2,-111.3
02:34.1,-114.8,-110.7
02:36.0,-125.2,-112.5
02:38.4,-112.3,-110.3
02:41.5,-125,-108
02:41.6,-126.1,-109.9
02:44.7,-118.1,-109.7
02:49.8,-112.7,-109.4
02:49.9,-128.1,-107.3
02:50.0,-119.5,-96.6
02:54.7,-89.6,-91.9
02:55.6,-93.2,-92.6
02:55.7,-130.2,-105.9
02:57.6,-118.9,-110.6
03:02.2,-118.1,-97.2
03:02.9,-125.7,-100.1
03:03.0,-96.6,-93
03:03.1,-104.5,-101.6
03:07.0,-115.7,-97.3
03:07.0,-126,-102.7
03:07.1,-123,-88
03:07.2,-125.8,-104.9
03:09.2,-118.6,-88.4
03:12.6,-95.3,-97.5
03:12.6,-104.5,-101.5
03:12.7,-112.7,-101.3
03:12.7,-118,-90.4
03:14.3,-112.1,-108.5
03:17.8,-107.1,-101
03:17.8,-119.6,-91.7
03:17.9,-112.9,-105.1
03:17.9,-120.9,-119.1
03:18.1,-113.5,-103
03:18.6,-136.3,-123.3
03:19.3,-107.9,-102.3
03:21.3,-103.4,-102.3
03:22.6,-109.6,-109.8
03:22.7,-133.3,-118.3
03:25.2,-108.5,-109
03:25.4,-109.2,-106.1
03:25.5,-129.7,-112.5
03:25.5,-123.8,-112.4
03:27.2,-116.6,-102.4
03:29.2,-138.1,-116.2
03:29.3,-132.3,-116.1
03:31.1,-121.5,-113.1
03:31.2,-121.9,-113.5
03:31.3,-109.5,-107.5
03:33.1,-126,-116.6
03:36.1,-120.5,-110.4
03:36.8,-129.4,-113.8
03:36.9,-118.8,-114.9
03:38.6,-134.9,-119.4
03:41.4,-142.7,-123.6
03:41.5,-104.1,-105.7
03:41.9,-127.6,-118.5
03:44.5,-135.4,-123.5
03:45.1,-134.8,-101
03:45.2,-112.8,-91
03:47.8,-125.5,-121.4
03:50.9,-112.2,-109.7
03:51.8,-116.2,-113.5
03:53.0,-95.8,-98.3
03:55.6,-135.6,-119.9
03:59.6,-103.9,-105.2
03:59.7,-113.8,-109.5
04:01.2,-129.2,-120.3
04:06.9,-117.8,-97.8
04:07.0,-108.7,-93.4
04:07.5,-101.7,-98.8
04:09.1,-132.7,-120.3
04:10.1,-129.8,-119.1
04:14.2,-132.4,-118.8
04:14.6,-121.2,-100.4
04:14.7,-122.5,-101.7
04:17.3,-134.5,-120.1
04:19.9,-114.9,-109.9
04:21.4,-107.5,-103.7
04:21.5,-114.8,-101.2
04:22.9,-126.8,-119.2
04:23.0,-133.2,-117.1
04:23.8,-123.4,-105.6
04:26.1,-123.8,-108.2
04:27.5,-115.7,-108.4
04:27.7,-129.5,-109.6
04:29.6,-129.6,-121.5
04:30.4,-121,-116.1
04:30.5,-124.1,-119.3
04:33.3,-108.1,-106.2
04:33.4,-110.6,-104.1
04:35.7,-117.1,-112.3
04:37.9,-131.4,-117.1
04:40.0,-110.9,-109.8
